DATE,PROFIT LOSS PERCENTAGE,PROFIT LOSS AMOUNT
20150112,-0.01274695499999998,-127.4695499999998
20150119,-0.006943559237135538,-68.55049999999937
20150128,-0.001337876053081689,-13.116509999998016
20150202,-0.006215270019127226,-60.852860000000874
20150209,0.008233890327383423,80.11584000000039
20150223,-0.006639058174338918,-65.1299999999992
20150306,-0.01252134272205288,-122.02043999999842
20150309,0.019360086774320426,186.30165000000125
20150316,-0.016320055975416473,-160.08796000000075
20150329,0.007428538815322048,71.67937999999958
20150330,0.01931940231208039,187.8013800000008
20150406,-0.03599321851700761,-356.64494000000195
20150410,-0.0053483002168995455,-51.08709999999701
20150413,-0.0015940362286678115,-15.14484000000084
20150420,0.007217826282968353,68.46681000000171
20150427,-0.007927173548366787,-75.7382800000014
20150504,0.004467759809238165,42.34776000000056
20150511,0.0056615415299070835,53.90279999999984
20150517,0.021320552213133354,204.13944000000083
20150518,0.0075166050577686015,73.50422000000253
20150525,0.011608699482176668,114.37373999999909
20150601,-0.009174799472348363,-91.443299999999
20150607,-0.001324917528921323,-13.084020000002056
20150608,0.014896175874738972,146.91000000000167
20150615,-0.00336580364256089,-33.68890999999712
20150623,-0.016265248191506234,-162.25372000000243
20150629,0.004205496011150829,41.269500000000335
20150705,0.003758832162070218,37.041409999999814
20150706,-0.00416268607692174,-41.17538000000059
20150713,0.006695507816084482,65.95319999999992
20150720,-0.0024289507464624305,-24.086249999998472
20150727,-0.0055204929335785444,-54.61000000000058
20150803,-0.005063980615796303,-49.81753000000026
20150824,0.017377030836323113,170.08298999999897
20150828,0.009751395045561743,97.10330000000067
20150831,0.006271071543529473,63.055569999998625
20150907,0.014541073139322885,147.1272599999993
20150913,0.009492853066216415,97.44579000000158
20150914,0.01930290418495932,200.02865999999813
20150929,-0.01310086372361091,-138.3798199999983
20151026,0.021823554685987696,227.4946
20151106,-0.010021335068352287,-106.74488999999812
20151109,0.0033368324579040854,35.18695999999909
20151127,-0.002403485461235834,-25.429369999998016
20151130,-0.002914296782585676,-30.759749999999258
20151207,0.0023177101984621492,24.39162000000033
20151214,0.002729018455596386,28.786799999999857
20151221,-0.013560915087092633,-143.4364400000013
20151228,0.004012815777009622,41.868750000001455
20160104,-0.006602179472202146,-69.1619699999992
20160111,-0.002045753269282664,-21.289060000000973
20160118,0.0010421710675210336,10.823130000000674
20160201,-0.00212003095032964,-22.039840000001277
20160208,0.014927569607119329,154.85800000000017
20160215,-0.008521083345644727,-89.71692999999868
20160222,-0.030968286309421753,-323.2810499999996
20160229,-0.004967190324528653,-50.24719999999979
20160307,0.008992392946087896,90.51357999999891
20160314,0.003987416124341658,40.49653999999828
20160321,0.02078294808874243,211.91504000000168
20160328,-0.019324709802898535,-201.14119000000028
20160411,-0.007079444387995066,-72.26241000000118
20160418,-0.002306993962663316,-23.38159999999698
20160429,-0.005996952775191326,-60.63946000000033
20160509,-0.008004777480142819,-80.45659999999953
20160516,0.014386989658477498,143.44714999999997
20160523,-0.012323298513697019,-124.6386199999979
20160606,0.0027343556959914966,27.31464000000051
20160613,-0.005933832227689554,-59.43764999999803
20160620,0.00937654336806429,93.36506999999983
20160624,0.012783253549438111,128.48021999999946
20160627,0.012900010364915665,131.311099999999
20160704,-0.03288010011923858,-339.008890000001
20160711,0.012245875112311932,122.10911999999917
20160725,-0.0014807582934238453,-14.9461199999987
20160801,-0.0010659304996942568,-10.743099999999686
20160808,0.0012265952245503393,12.349200000000565
20160815,0.00872740138321818,87.9741099999992
20160822,0.007775433215942379,79.06210000000101
20160829,-0.00035538299967528684,-3.641700000000128
20160912,-0.005835636495385173,-59.77799999999843
20160919,0.018775752553752176,191.20916000000034
20161003,-0.004130013391827762,-42.84907000000021
20161017,0.004320921255726536,44.64459999999963
20161024,-0.0007400904770871356,-7.6797999999998865
20161107,-0.0049791209838619946,-51.62930000000051
20161114,0.01421413421256684,146.65476000000126
20161128,-0.009774941833191157,-102.28679999999986
20161205,-0.011331735498042946,-117.41828999999962
20161211,0.006067562273932359,62.159020000000965
20161212,0.010784114048368659,111.14796999999999
20161219,-0.011522787978540512,-120.04195000000072
20161223,-0.01500323423235504,-154.49947999999858
20170103,0.03273726540484518,332.0621200000023
20170108,0.0015862216750825461,16.6161600000014
20170109,-0.0014915072133702932,-15.648780000001352
20170116,-0.0021236603659224042,-22.248050000003786
20170130,0.012910929027210865,134.97119999999995
20170213,-0.0034313208374675,-36.334249999999884
20170219,-0.0084347005498771,-89.0085599999984
20170227,-0.00035498302259640723,-3.7144200000002456
20170306,-0.012588034770658844,-131.67009999999755
20170313,-0.010667534955285,-110.17719000000034
20170331,0.008659180783020339,88.48031999999876
20170403,-0.011789668476593802,-121.51108999999815
20170407,0.015107859628860585,153.87450000000172
20170410,-0.0015837478678756797,-16.37427000000025
20170417,0.00600297420899543,61.96607999999833
20170424,-0.00539142401966036,-55.9874000000018
20170501,0.010760843347976223,111.14381999999932
20170508,0.013676985649526732,142.78343000000132
20170522,-0.011897814183253816,-125.90825000000041
20170602,-0.015995599669813693,-167.2589599999992
20170605,0.0030566563777371532,31.45085999999901
20170612,1.3897242244629722e-05,0.14343000000189932
20170619,0.00042400969427449124,4.3761599999998
20170625,-0.0059463807301095885,-61.39799999999923
20170626,0.014734656346033577,151.23466000000008
20170703,-0.0069241128973236395,-72.11539000000266
20170710,-0.012375012091881446,-127.99467000000186
20170717,0.010042910567686596,102.58832000000075
20170724,-0.008052449526285496,-83.08185000000049
20170731,-0.007599895402077225,-77.78117000000202
20170804,-0.0021377758869843416,-21.712799999999334
20170807,0.0002577481077435485,2.612279999999373
20170814,0.022441279936882615,227.50124999999935
20170821,-0.002617083758071259,-27.126399999999194
20170904,-0.012274683549503795,-126.89565999999832
20170911,0.0034202476051258136,34.92450000000099
20170918,-0.004429570460651916,-45.38550000000032
20170924,-0.0032200130685309555,-32.84620000000359
20170925,0.012880417227661924,130.96544999999787
20171002,0.005997954464635354,61.77149999999892
20171009,0.004828879173313809,50.02976000000126
20171015,-0.004714846172276919,-49.08419999999933
20171016,-0.005747263005855368,-59.55014000000119
20171027,0.01049999087549435,108.17014999999992
20171030,0.0121768400425696,126.76209999999992
20171106,0.004294882813881756,45.254579999998896
20171113,0.0027952824624565037,29.579999999999927
20171120,0.005746203691008488,60.97696000000178
20171127,-0.0029519693493731958,-31.50540000000001
20171204,0.005250168821014038,55.867920000000595
20171210,-0.0001905172911426532,-2.0379700000012235
20171215,0.0018758173787277411,20.061860000001616
